date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:26:59	12421/12421	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-3085%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0024-300x169.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0024-300x169.jpg	(from http://dokari.co.id/armada-mobil/)
13:26:59	21947/21947	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:26:56%20GMT	http://dokari.co.id/category/uncategorized/	G:/Others/Httrack%20websites/dokari/category/uncategorized/index.html	(from http://dokari.co.id/cara-pesan-tiket-travel-lampung-di-dokari-tranz/)
13:26:59	13517/13517	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-34cd%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0019-300x300.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0019-300x300.jpg	(from http://dokari.co.id/armada-mobil/)
13:26:59	10009/10009	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-2719%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0020-300x169.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0020-300x169.jpg	(from http://dokari.co.id/armada-mobil/)
13:26:59	9828/9828	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-2664%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0029.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0029.jpg	(from http://dokari.co.id/armada-mobil/)
13:26:59	2240/2240	U--MC-	200	updated ('OK')	application/json	date:Fri,%2013%20Sep%202019%2006:26:57%20GMT	http://dokari.co.id/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdokari.co.id%2Farmada-mobil%2F	G:/Others/Httrack%20websites/dokari/wp-json/oembed/1.0/embeda999.json	(from http://dokari.co.id/armada-mobil/)
13:26:59	12633/12633	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-3159%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG_20161021_213744-1-300x225.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG_20161021_213744-1-300x225.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:00	23625/23625	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-5c49%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0018-300x300.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0018-300x300.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:00	9869/9869	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-268d%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0027-300x112.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0027-300x112.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:00	17458/17458	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-4432%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170417-WA0005-300x300.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170417-WA0005-300x300.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:00	18949/18949	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-4a05%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0022-300x300.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0022-300x300.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:00	13795/13795	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-35e3%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0017-300x169.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0017-300x169.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:00	18949/18949	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-4a05%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0015-300x300.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0015-300x300.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:01	15693/15693	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-3d4d%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170417-WA0004-300x225.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170417-WA0004-300x225.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:01	15899/15899	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-3e1b%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0016-300x169.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0016-300x169.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:01	10822/10822	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-2a46%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/04/IMG-20170416-WA0025-300x169.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/04/IMG-20170416-WA0025-300x169.jpg	(from http://dokari.co.id/armada-mobil/)
13:27:02	412217/412217	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-64a39%22	http://dokari.co.id/wp-content/uploads/2017/09/lampung.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/09/lampung.jpg	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:04	845/845	U--MC-	200	updated ('OK')	application/rss+xml	etag:%225f7d62ac325dd1c302e0388aa77a5113%22	http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/feed/	G:/Others/Httrack%20websites/dokari/menikmati-perjalanan-travel-lampung-dokari-tranz/feed/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202019%2006:27:02%20GMT	http://dokari.co.id/?p=217	G:/Others/Httrack%20websites/dokari/indexc094.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:05	11267/11267	U-----	200	untouched ('')	image/jpeg	etag:%225c82c203-2c03%22	http://dokaricoid-on.cloud.revoluz.io/wp-content/uploads/2017/09/lampung-300x225.jpg	G:/Others/Httrack%20websites/dokari/wp-content/uploads/2017/09/lampung-300x225.jpg	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:07	2495/2495	U--MC-	200	updated ('OK')	application/json	date:Fri,%2013%20Sep%202019%2006:27:04%20GMT	http://dokari.co.id/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdokari.co.id%2Fmenikmati-perjalanan-travel-lampung-dokari-tranz%2F	G:/Others/Httrack%20websites/dokari/wp-json/oembed/1.0/embed5c46.json	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
